key,source,target
/6E80DF774A4D2D86C7CAA8BBD1F3D329,Mission Successful,任务完成
/95FE1A424A9757ED028011BD610F0C43,Mission author name,任务作者名称
/C09C71004EC109C9477D2F8C945C3099,Mission author: {Author},任务作者:{Author}
/271A41B1476D630B6133FAB21AB42E0F,"Mission details:
","任务细节:
"
/0F9CDA76467DB3251D14509FAD79250D,Mission map,任务地图
/3AEAC7B848F86E048CE5FFAA2A9B70AB,Mission parameters can be edited by server admins or in offline play.,任务参数可在离线游玩时或由管理员编辑。
/DFF3667848B591220925B6AFCE178EBC,Mission settings,任务设置
/60F0184B45DCE38E62AFEABCA9103CA5,Mission weather forecast:,任务天气预报:
/46CD4EC647E7E0CFB18A1D8EF5E0EAC9,Mod Name,模组名称
/4F298C444145AC8B71034F9DA39FB9C6,ModID 0 is a special staging area in the game installation directory where new mods and mutators can be prepared and tested (for local play only).,ModID 0 是游戏安装目录中的一个特殊暂存区域，用于准备和测试新的模组与突变器（仅限本地游玩）
/BCD2D8F14DC6610193FB5390EFDF7C0B,ModID 0 is a special staging area in the game installation directory where new mods can be prepared and tested. You cannot unsubscribe from it.,ModID 0 是游戏安装目录中的一个特殊暂存区域，可用于准备和测试新的模组。你无法取消订阅该模组。
/B9F02F2D4428CBAD0277B884D577B676,"Mods can be enabled or disabled. If disabled, they persist in your local storage, but none of the mutators will be executed. It may be that the game will continue to use assets from disabled mods, such as patch textures, and so on. To completely disable every feature of a mod, you may need to unsubscribe from it.",模组可以启用或禁用。禁用后，模组仍会保留在本地存储中，但其中的突变器将不会被执行。某些情况下，游戏可能仍会使用来自已禁用模组的资源，例如补丁纹理等。若要完全禁用模组的所有功能，你可能需要取消订阅该模组。
/B56A39014675DD70C907FF8BABC52DE1,Moon elevation:,月亮高度:
/6A9693D84F42C46DF70BF194578AE03E,Moon phase:,月相:
/D9F813F74D9A72043C4C769CCAFA2F71,Moonlight intensity:,月光亮度:
/DE749FE74EE49E48F88C099406946E3F,More Options,更多选项
/7334FE1A4E4E21B3A29A1BAE4ECB8CAA,Mount,安装
/A85994A54B1542743890A4B03485F4B0,Mouse Sensitivity,鼠标灵敏度
/50E991314CCDBED1AE00CBB387456EBE,Mouse Smoothing,鼠标平滑
/2C2D04F44E9EEC1A2549F78C06E92AA4,Move,移动
/4F018F62456D5B57754485815B5F954C,Move Backward,向后移动
/69DC0DDE4517E3CD08E87A85724EC915,Move Backward,向后移动
/43152F2D4E8637ADC460E585B0A655F5,Move Forward,向前移动
/A08DB42E48C5A61F6326A5972DE15E86,Move Forward,向前移动
/01BE97F84A0AB759C6AFEA9CB20A4984,Move Left,向左移动
/BDBB8404491CC226B4E4B999E5562157,Move Left,向左移动
/0DD4F1A44828B4B1CDF07BB637BECA51,Move Right,向右移动
/826778C847EC2752C476158946B6EDDC,Move Right,向右移动
/D99C4D4C454DF7DCC247B88BF6260084,Move Up,向上移动
/AC85397D411E3333CE01FCAC5D5F748E,Move selected entries down.,向下移动
/98858F4D43B4A3A05B1294A69CE84D60,Move selected entries up.,向上移动
/2C1108BA4A50A3407C712F9B5744A7F9,Multiple Values,多个值
/4D1E10DD43804EB12FB427B4B1B201FB,Multiple Values,多个值
/895D392944EA1AC241618CA2C2CA09E1,Multiple Values,多个值
/A45E72D145E18FFDBCE150A157B98B96,Multiple Values,多个值
/BD852D01431DA2345A51488735ACD372,Music,音乐
/7367F3E246DFFAB6A5D661A5C07935B6,Must be a NEGATIVE value to work properly.,该选项需要设置为负数才能正常工作.
/2B96625344156881FB89BA9C33A97F7B,Mutator Name,突变器名称
/BF85C0324F2F5445DA961FBAD0E6A7C2,Mutator options:,突变器选项
/E618F55E458074D6A528B39FA017F6F9,Mutators,突变器
/2D9CC8364607C2AAB8A954B1695CBC12,Mutators have been reloaded and restarted,突变器被重新装载并重启
/D53F533947E2C815D6D6218C0230D5B6,Mutators typically fail to load if they contain programming errors,如果变异器包含编程错误，通常会导致加载失败。
/A9B9C3D94863CE8D7E7A1FA8D3A1A92D,Mute <player> because <reason>,已静音玩家<player>因为<reason>
/EC28CA574AEEE6E2278A44A0E6E4D6FD,Mute any player currently using VOIP.,静音任何当前使用VOIP的玩家.
/D5722E104EF65546B21EB7ADC1B1CD49,NAME,名称
/F1C8BBC6141D4C358C727304DE7BDCB7,NAME,名称
/9FC553A142092D01CD8BA09E0FCE7E63,NAME CHANGED,名称已变更
/7B2A4CDB49EC66F31F57A1A2B2DD5D64,NEW ADMIN,新增管理员
/056FFD1D4D1AF9218EB8BCA68AF1B7B4,NIGHT VISION GOGGLES (NVG),夜视仪(NVG)
/E2884FAA4744870A1C2AFBB39C3B8A79,NIGHT VISION RANGE,夜视范围
/3929A8B34CD6E91AC41847A959EC8FFC,NO,否
/68DCA76D4F964846993DEE937051D43D,NO,否
/8E2E8712419D07DD2C90879DCC38728D,NO,否
/C824FDBA42D0D0E0C1496FAA90AFE505,NO,否
/DCB5E4484CA0ED95DE8090AD602B02B9,NO,否
/1D37F4B849089EABFC50A9BDDB16AD0F,NO MAGAZINES,无弹匣
/9E82FF914C075C2C55B103867CDAFF00,NO PATCH,无徽章
/14E1B53B4993E6BC455B8AA059919AE0,NO ROUND CHAMBERED,膛内无弹
/D789E9A048C2924884641892F03F562D,NO SHELL CHAMBERED,膛内无弹
/4BD4CBDA46AA7DCDA2D6CF80D15C74DF,NO TEAM,无阵营
/C9A4EEF445701D682499BBB210E113BE,NO WINNER THIS ROUND,该局没有胜利者
/BCFD9FFE4B5CAFAB66B9188F8908CB98,NONE,无
/7B89410D44058EB8930C9AA14F815862,NOTICE,注意
/850EA0D1455936D113D3C6A7961320AB,NOTICE,注意
/F7CAF1014FA96B711AD8E884FD466AE5,NOTICE,注意
/A499693447D3AF62131F5F8B8D22A10C,NV Range        NV Range          NV Range          ,夜视范围！
/39F0547346C4A0C4887BDAA1C4DD1632,NVG Head Mount,夜视仪
/FC885C4A4792301A6398659724BB33AA,NVG IN USE!,夜视仪已启用
/08C405674238270C0F3A8BBB26CC76C1,NVIDIA DLSS is not supported by your hardware setup,NVIDIA DLSS不支持你当前的硬件设置
/24A3C71746508D5FFA1EF3B50ACF2F13,NVIDIA Reflex is not supported by your hardware setup,NVIDIA Reflex不支持你当前的硬件设置
/828E426144BB20AABAFE7180A3DCAD98,NVIDIA® DLSS,NVIDIA® DLSS
/F3A5C94549C17F65691CFCAD98DEA1B2,NVIDIA® DLSS,NVIDIA® DLSS
/88D050054D5E15FA683DCD860262D9FB,NVIDIA® DLSS Sharpness,NVIDIA® DLSS锐度
/C330A7F34FDD68FCC1178FA3B49D4602,NVIDIA® DLSS uses AI Super Resolution to provide the highest possible framerates at maximum graphics settings. DLSS requires an NVIDIA® RTX™ graphics card.,NVIDIA® DLSS 利用 AI 超分辨率技术，在最高画质设置下提供尽可能高的帧率。DLSS 需要 NVIDIA® RTX™ 显卡支持。
/38680D5C497A6863574766A52DD5E7A3,NVIDIA® Reflex,NVIDIA® Reflex
/029A193647D8009D035D26A9228F263C,NVIDIA® Reflex Flash Indicator,NVIDIA® Reflex 闪光指示器
/8E362CEF4C33D060FEBAA99DE24D48CC,"NVIDIA® Reflex is used to reduce system latency, which increases PC responsiveness.",NVIDIA® Reflex 用于降低系统延迟，从而提升电脑的响应速度。
/0017A78149D7FC5A53FBA4B9B3713B7F,Name,名称
/0F4809D7407E7B1948B9E3944BF0D236,Name,名称
/1897C79F4906F520A518BC8266D00F48,Name,名称
/2D340DB44EF62581D90461AA632BFF37,Name,名称
/8B9F70B942974E626CC0829FA0AB4786,Name,名称
/8D6C0A844AF9AAD3FE1709B8771622D7,Name,名称
/C49E5E45428E9D72D2CE3D9F16A3D1AB,Name,名称
/E59C0ED5415D140B22EB4BA98C8ACFB2,Name,名称
/055067DA40260023F2F390B6A93A21F1,Name :,名称：
/E5E876A749C713627D5B95BEC089AB4F,"Name, Name2, LongerName, VeryLongName, TooMuchText, StillMoreTex","Name, Name2, LongerName, VeryLongName, TooMuchText, StillMoreTex"
/DF19784D4A7DF0A5DBBAC4B6F1F8FD7B,NavBlock,寻路阻挡
/5CB8A7124836F4B6987D1DA2865A00F0,Navy,海军蓝
/087EC8494E7DC47201BF77A8575483CE,Need to specify a reason.,需要指定原因。
/2C9DA8C64A399DF42F51EEA92475DDAB,Need to specify a reason.,需要指定原因。
/B03C1F804C5780367C98638D19E713A1,Need to specify a reason.,需要指定原因。
/CEB0D69946CC83E9F382EEA654DF9046,Need to specify a reason.,需要指定原因。
/C4F16D644CA0A1AF3951FE90D6B60C87,Net driver already existed for listen server.,监听服务器的网络驱动已存在。
/7EAC27134EB1EA336AA0948E8FE51B88,Network Failure Type,网络故障类型
/E7743F5941B69C0B282AD084CC3718F6,Network Version: {0},网络版本: {0}
/53FB20764C70A6439F849AB525FEE231,New,新建
/D1DB25F8483B6B5A772D57990C0A6A77,New,新建
/238FEC6A40AD75DDDBB02F99809F1D78,Next Map,下张地图
/3E10F8644149FE7A687072B664C7818A,Next Map,下张地图
/2229E85B46F5C9498B486CA43537F225,Next Route Tags,下个路径tag
/279108BB4611D97B078DA98F6B2DAF53,Next Sight,下个瞄具
/91E10E7546071C6B5152ECA8D03FF97E,Next Target >,下一个目标 >
/24B400594F4CA43A94CE77A67260DEDA,Next/Previous Player,前一名/前一名玩家
/DFBF1D864244303DF85952B1AF442576,Next/Previous Player,前一名/前一名玩家
/F307DEE54CE94CAABD5B91BFE0EAF96C,Night Vision,夜视
/01D6EF4946065E1BDD2B668B5CEF9DD0,Night Vision Goggles,夜视仪
/E02FD5E64AD67F0D46BAD98384BE2CB4,Night Vision Goggles,夜视仪
/77677C624449E356DE2E1CA4E529094D,Night Vision Mode,夜视模式
/B1C21B2B40E9E380CE679D946792501B,"Night lighting forecast:
","夜间光照预计:
"
/03EE62984B5645CCFD4B748E11EF94CE,Night visibility (night vision):,夜间能见度(夜视):
/5B01302842A28915C963E8945B5A727C,Night visibility (unaided):,夜间能见度(无辅助):
/00EBFDD34D79BB7831CB7EA819EE102A,No,否
/17B21E1549358F23BC0CF4849158C84D,No,否
/463F8ED943C918F3C21E4FBB4F32ACF1,No,否
/7B4DEA594557D11B99E956B191185810,No,否
/83FED6FA417E97A3CFE3C194A30EB72C,No,否
/9781F4FC499811DA81DAD29CAB79C177,No,否
/A83564774A98B728B6042EB1DFB777DB,No,否
/B1FE751E4CA554981B7B99A9C6D661F7,No,否
/E1C4B4964F41F5A77623809449ACCB54,No,否
/81A538F1462FA67161D75DB73EE446B8,No Magazines,无弹匣
/3D0137034105506FD6032EB983CA7C6F,No Restrictions,无限制
/C079A78848152503AF3C5AB149E9652D,No Retention,不回收弹匣
/E96D139B4EFDBD0137C7B79617E47BA6,"No ammunition for: {0}

Go back to editor?","{0}没有弹药

返回编辑吗?"
/4FAF56134D0345B0CE138C9727C2E1D9,No level found in the loaded package.,在已加载的资源包中未找到关卡。
/9319C2AC411D8448BC5320BA29D9B7BA,No password was specified.,没有指定密码.
/893F8F6449976F1CC0E92EB92987A909,No patch is set,没有设置徽章
/8E12F95D4AC7D9BCC2D3E5A299AE44C5,No patch placement area selected.,没有选定徽章放置区域
/AF92DE6440683CC2193837A3699DD35F,No problems detected,没有检测到问题
/4213888D45B50F9661921889EB57BD16,No reason specified.,没有指定原因
/A9ED5C334843747C5B17DB913C10983F,No reason specified.,没有指定原因
/E27934814ECAD8B8718F4F8B0C50F88B,No reason specified.,没有指定原因
/EC91F482451F5F914A717A8C976B7FD8,No reason specified.,没有指定原因
/FE681F1146501AFF8951CAA8F8F63C28,No screenshots found,没有发现截图
/0E06713C4AF9E214611123BF168C3FA9,No screenshots were found for the current base map,没有发现当前地图的截图
/0B0AFBB448D72E2A1FF2E8AD7DCD415A,"Non-Team/Controlled
Group: None
Active
","非团队/控制
团队：无
活动中"
/1B4D7BEF4477FF9ABA51D283FB2F6D9C,"Non-Team/Controlled
Group: None
Active
","非团队/控制
团队：无
活动中"
/9212AABF4246038DEEFC178D9F39B46B,"Non-Team/Controlled
Group: None
Active
","非团队/控制
团队：无
活动中"
/BE4E7B0445D589125402988729BA459B,"Non-Team/Controlled
Group: None
Active
","非团队/控制
团队：无
活动中"
/E30C3FAE444319A6D021A79DF2790C37,"Non-Team/Controlled
Group: None
Active
","非团队/控制
团队：无
活动中"
/1710FA8C4ACE52901CB155A0BA96D400,None,无
/394D0C344728448CF5857E84A931D553,None,无
/5905F2C14F5C7CF7835E41894825F2B1,None,无
/73A4B0974D2FA4FB6BDF6A9596112312,None,无
/74FF6867411411EAF049E7B132D93F91,None,无
/88F902044F57A5122F7A76BBB84C35D3,None,无
/C4BDD72E4895F47415ED62B96C4A048D,None,无
/D785427A40427BDF8DFE77AFE3F495D1,None,无
/F0BFB8624A82DF2226A33AB5ABEDE349,None,无
/8E4D55A543099111681EBCA010C2AADA,Normal,正常
/F55A92034F261880E786F79B8FED3643,Normal,正常
/2568E8E84E233412649C3E9CB4C50712,Not placeable.,无法放置
/10E05D294FB1D07BA0D48F91504B1E7E,November,11月
/335319E94A9A1182AD56158716E0A237,November,11月
/478943304CF542861EF6DBAA4A1EDE2A,November,11月
/FDE6DFAE42CA0DA59B457BBFC781C655,November,11月
/512A05AF4A0FF3CB49F906AD20ED5D90,Number,数字
/1DE827F94CD691FD63C74891ED7DDE2D,OCP,作战迷彩
/52EF10134C2EF6A9CF6CBD9DFBBAED98,OD Green,橄榄绿
/00971A3843F31B186B44CE9A33DC0972,OK,是
/0F3A69BE46E15DB5DB39F2809BDF3D26,OK,是
/61399F264986AE7A2948E5A72C57D6E2,OK,是
/755BB7C24384E73BAED813996CA2DFAD,OK,是
/7DFB0C604CD40763AB6052858DC61D80,OK,是
/88E801CC49B7EAEA7B175895DE5EA364,OK,是
/AB8A9D2043FC7F3A7923168B9741FEBF,OK,是
/AC0F5EE644CE0E93607ECAB5DA666522,OK,是
/D8E3F9A548E81914C2515CB3C6ED35A4,OK,是
/EC27B2F94D59F8C38B81269608E14641,OK,是
/B75BBC574AB710C43D7832B7E4D41E99,OKP-7,OKP-7
/E84CC3574A52081BF967CA843D5A30F5,ON DUTY:,任务中:
/5021B5F547B737C3E1C0BC9219EEECB8,ONLINE PLAYERS,在线玩家
/AC0D97E342BC7F21A88071A477BD8175,ONLINE PLAYERS,在线玩家
/CE56712E45A0CBDAF1A8C388D29B2C63,ONLINE PLAYERS,在线玩家
/B10ACDBC4E36DBFB09CCA09E1A9BB480,OPEN FOLDER,打开文件夹
/B0277F1C49723B4CA6D4B39A26FC66D3,OPERATIONS,行动
/1CEDBFF541E8BFF8661FA5AA3D23E91A,OPERATIONS        OPERATIONS        OPERATIONS        ,行动        行动        行动
/2C4BDE714244589BABD2699B86FD3D6B,OPERATIONS ROOM,行动室
/F27A9F5F406D9E2D00AB0CB32BA4FA56,OPERATOR,干员
/4490494D424064A34855599D955BDDA4,OPFOR COUNT TOO HIGH,敌军数量太多
/1E21D2834BE7E550103025AB18E34393,OPS BOARD,行动面板
/8B8FDA594AF015412768C2B965EB55CA,OTHER,其他
/F22DCD6F423518223FFA878CC398161C,OTHER,其他
/DA26B5684726A97E21E46DA4EDD1604D,OUT OF ACTION,你死了
/1FD992514A659A3BB09D0C893EE4A603,OUTFIT,服装
/67184CF0404545A83A6563A9A327B534,OUTFIT,服装
/81186B874F3F4E29DE029B99214B92AE,OVERALL,总体
/7CB11A4E490BA6420003BFAC2290C320,OVERWRITE,覆盖
/C07C65B14D9F4D73EFA99F86D0BE9099,OVERWRITE,覆盖
/366D06254C904A1BB6A6BE94EE762C7C,October,10月
/77E0F28E470BE435B7226A93B2AEFD50,October,10月
/D37286484A649E905AC03D9D5B7E35F5,October,10月
/D99766504D62DAE6B65C239B99D48ACD,October,10月
/050C17FE492B15B7364A8C8FFB6039EE,Off,关
/06B19CE24234D5054CA045975592523E,Off,关
/0D02B4C342ACCEE848DD7082197BD88F,Off,关
/1F60A5FF4AC4BB01B026D299A259CF87,Off,关
/3B5D50E14000C9A93CE946A35A8DF649,Off,关
/624E82444F59DF59E841FB9CCB02EF32,Off,关
/7E4940D24DA4B2303490619700589DD1,Off,关
/B0B9586A43637369579423B7FDD70739,Off,关
/B8F320214DD49479A6A21492A2ECCA53,Off,关
/CAFF294A4BA443803746639A436B1F41,Off,关
/DB4EA8B04C34F50C70C2F9A044212721,Off,关
/E990D53249025B299111DFA906D4292C,Off,关
/FB2C27874ED777F964F2CE85E434CFF7,Off,关
/E7F884A0476C8C69727D83B069510610,Off (Best Performance),关(最佳性能)
/41152CF04CA1C4E1C683499950C0904E,Offline,离线
/072DCDB34A5FCD9E98BADABC80EF0C3A,Offset Rail,侧导轨
/1DC823284204E58E9A43B29975BDFBE6,Ok,好
/7DEABA1A4F415801DC30B6A8757A439F,Ok,好
/DA1461CA4E9C8EFFDD09B4ABDCA155FF,OkCancel,选项
/AD22A48948AA90AD4914DFAE32BECF56,Olive Drab,军绿色
/294DF5314BBC21F96E5D388D42375F67,On,开
/5549E8144D167D8650796386687CE663,On,开
/8F2B9B2E4F29D35901BE25985A25EA8D,On,开
/FCEFEA074136CA9D65493CB70E01FF28,On,开
/D1BEB1E2416820CA724E7FB0C6F8B634,On + Boost,开 + Boost
/3BED02CA419BB0AC2B55A2B4A5A77154,One Level,一级
/B27C17514F4E43C7EB533EB3FB4BD00B,Online,在线
/362221AA48C421CBB305509EDDE835FF,Only admins or players on this list may join.,只有在该名单的管理员或玩家才能加入
/0D8DB66B43CA2BFB995DE0AFF415CF34,Only rectangular format patches can be used as body patches,只有矩形格式的徽章才能用作身上的徽章。
/EF7625B14A84FB2837356B99826B0C40,Open the folder containing the mutator,打开包含该突变器的文件夹
/0E57BC6D4040AF9B7E2BE7B36CB3BD2B,Open the folder where the mod is currently stored,打开当前模组所在的文件夹
/BDE3A1CD4711A50BE19F638A9336694B,Operate Action / Insert Shell,执行操作  / 装填弹壳
/D085881146135D00D7F1549FE6A02AA3,Operate bolt and chamber new round,拉动枪机重新供弹
/6E63216F487846BF083532BE646099ED,Operation,行动
/A59E0FCF441D9F2C9005B08C96934AA0,Operation,行动
/11947BFF4B88B64F0EDFA99026FB2402,Operations Room,行动室
/9A6EEFC348740FD7A110338BBE0D07F7,Operator Edition Supporters & Early Backers,特别版支持者与早期资助者
/7935478F4ADD6030636B3F822719E42A,Opfor count is above recommended maximum (30). Performance may be degraded.,敌方人数已超过推荐上限（30人），可能会影响性能。
/348B38D0419005BCF36B72A212819EF1,Options,选项
/35BF7DD04DAEAE2D19540982085CEFB3,Over Shoulder,越肩
/5D0EC1634C8A8468CAE0148F6B4CCDEB,Over The Shoulder,越肩
/C693CFC14482FF0F607DD6889A8513BB,Over the Shoulder Camera Distance,越肩视角距离
/821019CE43F595C74A0664A1B7D76AFF,Over the Shoulder Camera Offset,越肩视角偏移
/319C9E204805C3366EAF21BD5348C1D3,Overcast,阴天 / 多云
/584B40F847FEACC5BFA0F1908E37B678,PACK,背包
/DA618B844419605EBA77ABB275F6FBF6,PANTS,裤子
/1111548E453B8FF62C37FEA203D3AD07,PATCH TO USE,使用的徽章
/76D74E09475F7F53E0AEBDA0716170E7,PING,延迟
/CA33886948E87ED8A1DDE29FE04CF16D,PING,延迟
/18D49250442B129E25F6618AD7AFB823,PKM,PKM
/9E862F7349A6E0C9310344989799A54C,PLATFORM,背心
/59D666DA405BF79336A6E4B916AF5631,PLAY,开始
/845D6E7643DB394B86C25191D6F60B91,PLAY,开始
/BD40354B452B1CF56D3001807799B828,PLAYER,玩家
/C6DE25274531D32AFBAE44ACF5A184D6,PLAYER,玩家
/0889416541D5AB061EA57FA188635303,PLAYER LIST,玩家列表
/1F4526094865DFCDC69669A60DAF3CD8,PLAYER LIST,玩家列表
/3B1374A74FDD374875456FB304473610,PLAYER SCORES,玩家分数
/CA2C9C0446BA3A20CD03BBB5201A64CF,PLAYERNAME,玩家名称
/8504A4464AB991821E5763856A84FFE4,PLAYERS,玩家数
/485F21194E17C74BF4977CBA6DE422E4_TextAMPM2,PM,下午
/1CCC9D894E2603581EF7A1A12F44CB2B,PM II (5–25x),PM II (5–25x)
/83166BEF4BFC0303AA30A39CA460B0E0,PMAG 30rd [5.56 NATO],5.56x45mm 30发弹匣(PMAG)
/8F3459554BB1F0162581DBBEC5625F72,PMAG 35rd [5.56 NATO],5.56x45mm 35发弹匣(PMAG)
/055A98C042F18D19CF55CE9BA77CEB06,PMM,PMM
/91330318449513FD1753358A37E99BB7,PMM 8rd [9×18MM],9x18mm 12发弹匣(PMM)
/82437C7B46CB104E0EAD23A815452C19,POST-PROCESSING,后期处理
/B44157674C7D69B5C38679A7C0EBBADE,POUCHES,副包
/F84D2A834D9CB5A561C1EDACDE86C3A2,PREFERRED CALLSIGN,首选呼号
/BE58814C47B16B634BB0ABA8B80EFBCB,PRESET,预设
/980ACE60421B3B504B1C839B233A53E2,PRESET NAME,预设名称
/01F0F22A48C828389C874E8A05A55484,PRESS ANY KEY TO CONTINUE,按任意键继续
/508182CA47833F6AEF81F3B9A87203B0,PRIMARY,主武器
/5A42FF3945DA6F9D54B030AE70679800,PRIMARY,主武器
/29B6215B49B73350A8675EA748776B38,PRIMARY OBJECTIVES,主要任务目标
/8C9766B7418110B8F8A731A0C89B91DA,PRIMARY OBJECTIVES,主要任务目标
/483C323549DCC87E72B24CB3B412295E,PRIORITY,优先级
/A9BBCA964E774FA56BE836A936201900,PRIORITY,优先级
/CA35F0B940FF63C8B46B16ABB57A9E33,PRIORITY,优先级
/217253594694C681E83CE288F08D25A0,PRO,PRO
/64BC5C004BABE4CCA1B470841299C10E,PROHIBITED,禁止的
/D793E9DA4CAE33868AF76B90D5930F02,PROHIBITED,禁止的
/C0F518C949947B2BAF76B180646F47E7,"PROXIMITY
ALERT","接近
提醒"
/DA181BF6459E5160390A8784C0AF5630,PSO-1M2 (4x),PSO-1M2 (4x)
/3C28A226417D29060C4F67A929AA1805,Panning,Panning (视觉或听觉体验优化)
/4FF9AEF64B4C97F81A4BCA82B6EC29D3,Passed,通过
/DC1251844A0E8BD65AF3A3A3F31BEA8D,Password was incorrect.,密码错误.
/14A0E66946D362CABE3F48B7CE313E6E,Patch (Body Left),徽章(身体左侧)
/DC5C054D468BD1C639BD1AA33B4D5895,Patch (Body Right),徽章(身体右侧)
/09EF672E4154F5A7A37A9BB3DF73476D,Patch (Call Sign),徽章(呼号)
/514247D540276349835612B2A665FAAC,Patch (Head Centre),徽章(头部中央)
/6C11F51646CC6A4423E77DA0CB9CFAB0,Patch (Head Left),徽章(头部左侧)
/D8FDBBF644E0AC809C260EBDA443BE1B,Patch (Head Right),徽章(头部右侧)
/E49A989040363EC684D63087C291D95D,Patch tint:,徽章色调:
/2F3216A94F5EE9774C062FB392E484FB,Patch to use if main patch is not available online,当徽章无法在线获取时使用的备用徽章
/AD121D634B8ED4EF2DC0E2963F2D80E2,Patch type:,徽章类型:
/40D7B3A34DFC69B7903C36A16577A150,Patrol,巡逻
/CB0D62A64221FA6BEA07FFB27F38D080,Patrol,巡逻
/F741F27A4E0339074EC31397EC20FE48,Pau Peñalver,Pau Peñalver
/AA43DB894C0457B8123F6094B1E7A0DF,Pawel Smolewski,Pawel Smolewski
/8E9BF2BB4AFF12922CCE28BDA723BC66,Performance,性能
/73C0FD31416BA052C5051693FA3003C6,Pick,选择
/C32A4C6240D731FA1D224799678F51EC,Pick New Date,选个日期
/AE0D77D545B767600ED5ED9ED380BC77,Ping :,延迟：
/3104C1924FB011AD97AD08BD8D2D2C17,Ping: XXX,延迟：XXX
/C4A157534716769832DEBBA3AD383088,Ping: {0},延迟： {0}
/5B9A89BA4001C50DA09B4B8C6067EDEC,Place a bomb for use with defuse style game modes,放置用于拆弹模式的炸弹
/D256A8A147B80DAF420ED5A66980551B,Place a generic game trigger for use by custom game modes,放置用于自定义模式的通用游戏触发器
/FF55C7EB4F3FFA8A8EC81BA89E1D9F62,Place a laptop for use in uplink or intel retrieval game modes,放置用于进攻/守护固定设备模式以及情报回收模式的笔记本
/C27A1F714ACACC34EFA665A56D47825F,"Place a limited range of meshes to block lines of sight near spawns, and to block off map boundaries in map variants using only part of the map","放置模型来阻挡出生点附近的视线, 或在一些仅使用部分地图区域的任务中划分边界。"
/F4BA1A894F6B7C7EEB1332B90ADC3884,Place a possible AI spawn point,放置AI可能的出生点
/9ABEDBE743520DEBAEA17CAD24A89CC5,Place a spawn protection volume for use in uplink game mode,放置用于进攻/守护固定设备模式的保护区
/809EC7F844850BA87BAEB48284407A67,Place an extraction point for use in intel retrieval missions,放置用于情报回收模式的撤离点
/FFF7423D494AEE92ED0391AB3EF7725B,"Place an insertion point to define human player starts, or mission objectives in some game modes",放置用于定义玩家进入位置的进入点或某些模式中的任务目标
/259DB5A34DBCD42FDC8603ADB2A37EB4,Placement Name,放置名称
/818C7B024854B47711F1B6AB2263081E,Placement Name,放置名称
/D687F9E3449DDA454D979CB8B63799CB,Plate Carrier (JPC),携板背心(JPC)
/A781E1DB4DE77D05109BFA90FA870D94,Plate Carrier (MPC),携板背心(MPC)
/11C1FF494EF13D1BF35C3DA6B52162FE,"Play a solo mission against enemy AI.

GROUND BRANCH will feature a full single player experience with missions and controllable AI teammates.",游玩单人任务对阵敌人AI， GROUND BRANCH未来将具备完善的单人游戏体验，包括任务和可控制的AI队友。
/E1D4D7974B57BFE620626F86C540F2B5,Play a solo mission.,游玩单人任务.
/04FD6E964A0C7A317A832A86995BABC1,Player Name,玩家名称
/2347915D479A7E86337AFFA29A9374E8,Player Name,玩家名称
/4FFF5D4C41A3369AA31B4487EAF202A2,Player Name,玩家名称
/7CA9E3BE44984F53C9E109932AC76E53,Player Name,玩家名称
/892DC4A6C4AF4DDC9029D9A663431FD2,Player Name,玩家名称
/A1E37F243FF14F1DB31B8A4FFB88CFC9,Player Name,玩家名称
/E437A03D406EC31A18465C9C8C23E555,Player Name,玩家名称
/3A1004804F284FA9B0455BA845E112BA,Player Name Plates,玩家名称牌
/B81A626941EBE8DE6B728BBCC6D26B5D,Player Start,玩家出生点
/60A893F54C9E9F9F4A35D19B65E83704,"Player names are only displayed
in the Ready Room.","玩家名称显示
仅限于准备区中。"
/092DD0F34A38A2FB342B2C9CE2944447,PlayerName,玩家名称
/15DE94FE40AC52C3CB617498915C1A08,PlayerName,玩家名称
/33E597244BF2B75B38D75B92CA83962F,PlayerName,玩家名称
/044AAA4B4DF49ED03BEA89B970116D5F,PlayerName:,玩家名称
/F093B96B40EE32F32C699FA2BEF9526D,Players :,玩家：
/7A98B99B40D174FD13A6F8A69D317EAE,Playing with more than 30 AI is not recommended and may seriously affect performance.,不建议使用超过 30 名 AI，这可能会严重影响游戏流畅性。
/503A68824A457E33E21016A8AD289566,Please enter a Name and SteamId:,请输入名称和 Steam ID：
/B47FA67D440A117C9FC0F8A3E43B40AE,Please name this build (e.g. {0}):,请为此构建命名（例如：{0}）：
/ECCFF9FC43742AE19201E580C0401E60,Please type in a name for this preset.,请为该预设指定一个名称
/EBE8C5E14D24E743A106C2A580BBE755,Polo,Polo衫
/799665E243EE79F02665A68D23CFD86F,Polo Tucked,Polo(塞入)
/1A936A4747EA01C2ADD5F38E1C109454,Poor,低
/A2267A794A6C9D3856D5DBA9866FD3C9,Poor,低
/6AC18A2E4AFA5E8DEF1C08BC905FAAE2,Post-Process AA Quality,后期处理抗锯齿质量
/444F212B4199C95F320EEA866903D3C4,Post-Process Sharpening,后期处理锐度
/E9476D9C44270E01DF83F5B63A055531,PostProcessQuality,后期处理质量
/642C9B574804BC7AF727E2AAE18783E1,Preparing to connect,准备连接中
/1BFCA5994A4D2AD8D1BDFB86188C518D,Preset Name,预设名称
/973E8DE5476F34E1A7AE9D9EE7822346,Preset meshes,预设模型
/95711FC44FD760A6454C7F8713335B69,Press,按
